3451	0.0020238	0.0961415	-11.3055	
3452	0.00134959	0.0959326	-11.1227	
3453	0.00152831	0.0954358	-10.9099	
3454	0.00116723	0.0954301	-10.7059	
3455	0.000706614	0.0955956	-10.608	
3456	0.000502327	0.0962812	-10.8471	
3457	0.000462655	0.0966228	-10.924	
3458	-0.00017916	0.097366	-10.8573	
3459	0.000265347	0.0979751	-11.1235	
3460	0.00063975	0.0983152	-11.3608	
3461	0.00100895	0.0985994	-11.5411	
3462	0.00126182	0.098501	-11.6344	
3463	0.00147461	0.098356	-11.7016	
3464	0.00169123	0.0989058	-12.2344	
3465	0.00233711	0.0984726	-12.3468	
3466	0.00299159	0.0976228	-12.0181	
3467	0.00365804	0.0970062	-11.754	
3468	0.0039449	0.0962725	-11.298	
3469	0.00395935	0.0954668	-10.7511	
3470	0.00370467	0.0949028	-10.2242	
3471	0.00350516	0.0951714	-9.9626	
3472	0.00346782	0.0949199	-9.55056	
3473	0.00349638	0.0949338	-9.30432	
3474	0.00344454	0.0953121	-9.15805	
3475	0.00338645	0.0959394	-9.18953	
3476	0.00271729	0.0962408	-8.95207	
3477	0.00229392	0.0961761	-8.63767	
3478	0.00150871	0.0962926	-8.18512	
3479	0.00115252	0.0957868	-7.65009	
3480	0.00148029	0.0951992	-7.23828	
3481	0.00186229	0.0950941	-7.25109	
3482	0.00205086	0.0943852	-6.98503	
3483	0.00108668	0.093433	-6.16856	
3484	9.00617e-05	0.0926317	-5.34068	
3485	-0.000353943	0.092046	-4.78184	
3486	-0.000118307	0.0916241	-4.60643	
3487	-0.000166908	0.0914966	-4.54297	
3488	-1.08328e-06	0.091726	-4.69897	
3489	0.000170432	0.091923	-4.82962	
3490	-0.000143856	0.0922911	-4.80215	
3491	-0.000288806	0.0930839	-4.96864	
3492	-0.000222327	0.0937391	-5.2466	
3493	-7.16183e-05	0.0945155	-5.69699	
3494	0.000347392	0.0951186	-6.2936	
3495	0.00113894	0.095528	-6.97477	
3496	0.00141077	0.0956279	-7.36344	
3497	0.00130908	0.095837	-7.73033	
3498	0.000406224	0.0963156	-8.56498	
3499	0.000300634	0.0966817	-9.68603	
3500	0.00157606	0.0963291	-9.89259	
3501	0.00250435	0.0951401	-9.32922	
3502	0.00290415	0.09423	-8.98013	
3503	0.00265926	0.0933523	-8.51648	
3504	0.00189474	0.0931326	-8.07662	
3505	0.00127751	0.0930982	-7.79008	
3506	0.00083827	0.0936594	-7.84056	
3507	0.000985033	0.0942302	-8.07454	
3508	0.00101649	0.0946496	-8.23756	
3509	0.000988127	0.0959088	-8.83776	
3510	0.00097962	0.0968328	-9.39805	
3511	0.00102212	0.0972315	-9.81828	
3512	0.00116102	0.0978379	-10.2838	
3513	0.00191864	0.0979582	-10.5433	
3514	0.00286484	0.097281	-10.8783	
3515	0.00370362	0.0977483	-11.6391	
3516	0.00452498	0.0967934	-11.7558	
3517	0.00310447	0.0962228	-11.1284	
3518	0.00190907	0.0960724	-10.6721	
3519	0.00143828	0.0957114	-10.3815	
3520	0.00144043	0.0955496	-10.2883	
3521	0.00181062	0.0952431	-10.2296	
3522	0.00134067	0.0959432	-10.2738	
3523	0.00107374	0.0966706	-10.4136	
3524	0.000921017	0.0973688	-10.6093	
3525	0.00120395	0.0978364	-10.8576	
3526	0.00180475	0.0991518	-11.5248	
3527	0.00288951	0.0998469	-12.1805	
3528	0.00395848	0.100504	-12.8709	
3529	0.00476806	0.0994178	-12.6919	
3530	0.00519077	0.0990041	-12.5832	
3531	0.00427349	0.100236	-12.9373	
3532	0.00443944	0.10021	-13.4074	
3533	0.00606104	0.0992903	-13.4782	
3534	0.00708159	0.0982853	-13.0619	
3535	0.00707451	0.0981457	-12.764	
3536	0.00722271	0.096494	-11.9234	
3537	0.00652354	0.0953091	-10.8443	
3538	0.00578256	0.0953801	-10.2962	
3539	0.00529415	0.0950163	-9.8594	
3540	0.00462957	0.0953141	-9.73443	
3541	0.00434644	0.0955777	-9.7225	
3542	0.00358613	0.0965525	-9.73427	
3543	0.00311043	0.09698	-9.69892	
3544	0.00269448	0.0982632	-10.0537	
3545	0.00267574	0.0986509	-10.393	
3546	0.00301891	0.0989687	-10.798	
3547	0.00306545	0.0993857	-11.1417	
3548	0.00420791	0.0995553	-11.87	
3549	0.00556672	0.0995941	-12.8909	
3550	0.00667928	0.0979751	-13.1088	
3551	0.00554097	0.0973559	-12.5514	
3552	0.00351645	0.0973709	-11.6536	
3553	0.00233764	0.0971034	-10.8872	
3554	0.00123051	0.0965641	-10.1452	
3555	0.00104846	0.0959128	-9.70547	
3556	0.000629092	0.096513	-9.73184	
3557	0.000752569	0.0972052	-9.9437	
3558	0.000550736	0.0974744	-9.8647	
3559	0.000886162	0.0979353	-10.0531	
3560	0.00102807	0.0990264	-10.4655	
3561	0.00138933	0.0999559	-10.9231	
3562	0.00245987	0.0996332	-11.0798	
3563	0.00355287	0.0989862	-11.0871	
3564	0.00305795	0.0986806	-10.7096	
3565	0.00177065	0.0990918	-10.6906	
3566	0.00156659	0.099019	-10.6809	
3567	0.00136261	0.0988725	-10.4103	
3568	0.00104401	0.0987057	-10.1384	
3569	0.00140931	0.0975773	-9.67923	
3570	0.0012598	0.0964406	-8.98025	
3571	0.000778144	0.0954086	-8.11937	
3572	0.000461396	0.0948617	-7.42812	
3573	0.00039845	0.0947746	-6.95184	
3574	0.000787133	0.0944736	-6.48889	
3575	0.000441535	0.0948986	-6.04593	
3576	0.000800527	0.0944666	-5.45824	
3577	0.000736109	0.0945038	-4.99151	
3578	0.000105061	0.0945318	-4.6396	
3579	2.19355e-05	0.0948363	-4.867	
3580	0.000142695	0.0943923	-4.8208	
3581	-0.000273827	0.0947588	-5.05376	
3582	6.60655e-05	0.0955198	-5.83175	
3583	0.000429019	0.0945773	-5.50051	
3584	-0.00144423	0.0937396	-4.4473	
3585	-0.0032637	0.092292	-3.19693	
3586	-0.00442183	0.0919856	-2.65525	
3587	-0.00461802	0.0914854	-2.37576	
3588	-0.00417044	0.0920736	-2.62968	
3589	-0.00357208	0.09155	-2.54559	
3590	-0.00267994	0.0914462	-2.76602	
3591	-0.00223878	0.0914665	-2.83727	
3592	-0.00187985	0.0922133	-3.17179	
3593	-0.0015799	0.0924521	-3.33093	
3594	-0.000791654	0.0922906	-3.61442	
3595	-0.000550102	0.0926005	-4.03847	
3596	0.000159585	0.093355	-4.76322	
3597	0.00107594	0.0943959	-5.64986	
3598	0.00120586	0.0933626	-5.75277	
3599	0.00152725	0.0943379	-6.76556	
