2	0.999862	0.0079731	-0.0146076	-0.00546349	-0.00823614	0.999803	-0.0180363	-0.00843579	0.0144609	0.0181541	0.999731	0.0115304	0	0	0	1
3	0.999515	0.0130844	-0.0282521	-0.00872693	-0.0141009	0.999249	-0.036085	-0.0159347	0.0277588	0.0364658	0.998949	0.0182617	0	0	0	1
4	0.998748	0.0203539	-0.0456997	-0.0154768	-0.0226347	0.998495	-0.0499568	-0.0250792	0.0446141	0.0509286	0.997705	0.0196145	0	0	0	1
5	0.997293	0.0273438	-0.0682565	-0.0209085	-0.0316075	0.997564	-0.0621879	-0.0302847	0.0663898	0.064177	0.995728	0.0224318	0	0	0	1
6	0.995102	0.0332401	-0.0930972	-0.0285375	-0.0398554	0.996742	-0.0701246	-0.0363544	0.0904629	0.0734916	0.993185	0.0295991	0	0	0	1
7	0.991225	0.043721	-0.124745	-0.0352664	-0.0524494	0.996335	-0.0675652	-0.0416565	0.121333	0.0735151	0.989886	0.0352453	0	0	0	1
8	0.98509	0.0597456	-0.161334	-0.0440142	-0.0702375	0.995717	-0.0601272	-0.0458305	0.15705	0.0705624	0.985067	0.0432684	0	0	0	1
9	0.976592	0.078959	-0.200086	-0.0544048	-0.0913996	0.994365	-0.0537069	-0.0517844	0.194717	0.0707375	0.978305	0.0503993	0	0	0	1
10	0.965239	0.098601	-0.242057	-0.0606931	-0.113174	0.992462	-0.0470219	-0.0543972	0.235596	0.0727819	0.969122	0.0615656	0	0	0	1
11	0.950494	0.124505	-0.284709	-0.067401	-0.140288	0.989469	-0.0356465	-0.0597999	0.277272	0.0738229	0.957951	0.0722198	0	0	0	1
12	0.933052	0.151107	-0.326467	-0.0727737	-0.167326	0.985656	-0.0220052	-0.0627911	0.318459	0.0751583	0.944952	0.088997	0	0	0	1
13	0.912259	0.181284	-0.367314	-0.0799809	-0.196982	0.980393	-0.00535958	-0.0693938	0.359141	0.0772435	0.930081	0.100809	0	0	0	1
14	0.886411	0.210874	-0.412078	-0.0827455	-0.227255	0.973789	0.00947639	-0.074116	0.403275	0.0852469	0.911099	0.112913	0	0	0	1
15	0.855736	0.23533	-0.460799	-0.0767226	-0.255366	0.966649	0.0194354	-0.082321	0.450004	0.101041	0.887292	0.125786	0	0	0	1
16	0.824545	0.255653	-0.504745	-0.0719759	-0.282496	0.958962	0.0242318	-0.087235	0.490227	0.122608	0.862928	0.139029	0	0	0	1
17	0.790533	0.274736	-0.547337	-0.0638677	-0.305991	0.951369	0.035588	-0.091024	0.530496	0.139347	0.836156	0.150744	0	0	0	1
18	0.750572	0.291007	-0.59326	-0.0584487	-0.325958	0.944025	0.0506749	-0.106319	0.574799	0.155342	0.803415	0.159023	0	0	0	1
19	0.704629	0.306238	-0.640091	-0.0509045	-0.348084	0.935257	0.0642731	-0.110594	0.618333	0.177517	0.765606	0.168634	0	0	0	1
20	0.65341	0.329077	-0.681736	-0.0459459	-0.375118	0.92298	0.0859954	-0.115872	0.657528	0.199541	0.726526	0.172514	0	0	0	1
21	0.59874	0.353609	-0.718659	-0.0411515	-0.401493	0.908899	0.112717	-0.119703	0.693047	0.221048	0.686166	0.177651	0	0	0	1
22	0.540623	0.377414	-0.751855	-0.0361513	-0.42281	0.89454	0.145015	-0.123883	0.727295	0.239493	0.643184	0.184729	0	0	0	1
23	0.478923	0.403185	-0.779792	-0.0304359	-0.44104	0.878554	0.183376	-0.129759	0.759023	0.256096	0.59858	0.189003	0	0	0	1
24	0.418838	0.421318	-0.804404	-0.0234876	-0.455036	0.86398	0.215593	-0.131318	0.785822	0.275735	0.553583	0.194254	0	0	0	1
25	0.371768	0.434006	-0.820626	-0.0208493	-0.461387	0.853457	0.242347	-0.133565	0.80555	0.28853	0.517533	0.193337	0	0	0	1
