761	0.999707	-0.00720347	-0.0231208	0.0150329	0.00702424	0.999945	-0.00782375	-0.0239713	0.0231759	0.00765905	0.999702	0.0762696	0	0	0	1
762	0.999023	-0.00612035	-0.0437763	0.021951	0.00474621	0.999495	-0.0314254	-0.0341096	0.0439465	0.031187	0.998547	0.15667	0	0	0	1
763	0.998613	-0.00720103	-0.0521498	0.0385357	0.00475409	0.998889	-0.0468943	-0.0590944	0.0524295	0.0465814	0.997538	0.229909	0	0	0	1
764	0.999032	-0.00726396	-0.0433955	0.0557248	0.00512058	0.998771	-0.0493005	-0.0624922	0.0437003	0.0490306	0.997841	0.339598	0	0	0	1
765	0.999241	0.00499856	-0.0386195	0.06149	-0.0064893	0.999235	-0.0385725	-0.0638977	0.0383972	0.0387938	0.998509	0.460548	0	0	0	1
766	0.998888	0.00949359	-0.0461901	0.0751911	-0.00958659	0.999952	-0.00179231	-0.0868	0.0461709	0.00223312	0.998931	0.570047	0	0	0	1
767	0.998301	-0.00410416	-0.0581245	0.0782731	0.00520185	0.999811	0.0187465	-0.120422	0.0580366	-0.019017	0.998133	0.669529	0	0	0	1
768	0.997266	-0.00634333	-0.0736275	0.0749189	0.00904117	0.999298	0.0363665	-0.144745	0.0733451	-0.0369328	0.996623	0.774095	0	0	0	1
769	0.99634	0.011527	-0.0846965	0.0642982	-0.00732375	0.998734	0.0497719	-0.156973	0.085163	-0.0489694	0.995163	0.8767	0	0	0	1
770	0.995805	0.0221383	-0.0887857	0.0563019	-0.0167925	0.998026	0.060511	-0.168802	0.0899501	-0.0587662	0.994211	0.974199	0	0	0	1
771	0.99542	0.026733	-0.0917792	0.0456517	-0.02175	0.998257	0.054871	-0.177141	0.093086	-0.0526235	0.994266	1.06686	0	0	0	1
772	0.995431	0.0338166	-0.0892987	0.032443	-0.0303503	0.998743	0.0398937	-0.200394	0.0905355	-0.0370012	0.995206	1.16312	0	0	0	1
773	0.996333	0.0418514	-0.0746305	0.0135724	-0.0395444	0.998701	0.0321269	-0.234222	0.0758782	-0.0290579	0.996694	1.25379	0	0	0	1
774	0.995614	0.0707079	-0.0612708	0.00184349	-0.069916	0.99744	0.0149762	-0.268326	0.0621729	-0.0106267	0.998009	1.34706	0	0	0	1
775	0.994703	0.0930445	-0.0436915	0.0054116	-0.092456	0.995599	0.0153059	-0.289626	0.0449233	-0.0111853	0.998928	1.44336	0	0	0	1
776	0.995905	0.0871436	-0.024063	0.00250766	-0.0869876	0.996181	0.00745622	-0.311663	0.0246208	-0.00533251	0.999683	1.53474	0	0	0	1
777	0.997371	0.0704092	-0.0171176	0.0111923	-0.0704995	0.997501	-0.00473207	-0.327439	0.0167417	0.00592641	0.999842	1.63368	0	0	0	1
778	0.998627	0.0503028	-0.0145924	0.0154694	-0.0503904	0.998713	-0.00569525	-0.330245	0.0142872	0.00642275	0.999877	1.7404	0	0	0	1
779	0.999527	0.0260643	-0.0163502	0.0348103	-0.0258706	0.999594	0.0119467	-0.344338	0.0166549	-0.0115181	0.999795	1.85374	0	0	0	1
780	0.999759	0.00485938	-0.0214245	0.0483591	-0.00419099	0.999506	0.0311328	-0.374785	0.0215652	-0.0310355	0.999286	1.9592	0	0	0	1
781	0.999186	-0.0250537	-0.031602	0.0599303	0.0270334	0.997593	0.0638578	-0.399771	0.029926	-0.0646602	0.997459	2.07087	0	0	0	1
782	0.998066	-0.0496057	-0.0374531	0.0592647	0.0522587	0.995922	0.0735373	-0.436364	0.0336525	-0.0753523	0.996589	2.16306	0	0	0	1
783	0.997031	-0.0596073	-0.048749	0.0624254	0.0638951	0.993732	0.0917292	-0.476541	0.0429757	-0.0945717	0.99459	2.24714	0	0	0	1
784	0.99704	-0.0527842	-0.055904	0.0597869	0.0581914	0.993286	0.0999808	-0.500581	0.0502513	-0.102938	0.993418	2.33834	0	0	0	1
785	0.997798	-0.045173	-0.0485733	0.0528194	0.0494047	0.994736	0.0897752	-0.498128	0.0442622	-0.0919772	0.994777	2.44216	0	0	0	1
786	0.99798	-0.0438915	-0.0459297	0.0500939	0.0477828	0.995029	0.0873702	-0.509381	0.0418666	-0.0893883	0.995117	2.53568	0	0	0	1
